date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:52:17	15716/15716	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:18%20GMT	https://www.kwerk.fr/galerie?filter=saint-honore	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/galerie00dc.html	(from https://www.kwerk.fr/adresses/saint-honore)
15:52:17	27619315/27619315	---M--	200	added ('OK')	image/jpeg	etag:%2269806d44-1a56ff3%22	https://www.kwerk.fr/images/content/KWERK-ST_HONORE-JUILLET-22_006_FA.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/KWERK-ST_HONORE-JUILLET-22_006_FA.jpg	(from https://www.kwerk.fr/adresses/saint-honore)
15:52:18	2691337/2691337	---M--	200	added ('OK')	image/jpeg	etag:%2269806d46-291109%22	https://www.kwerk.fr/images/content/Rooftop_SHO_TE.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Rooftop_SHO_TE.jpg	(from https://www.kwerk.fr/adresses/saint-honore)
15:52:18	2619721/2619721	---M--	200	added ('OK')	image/jpeg	etag:%2269806d46-27f949%22	https://www.kwerk.fr/images/content/Rooftop_Sho_2.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Rooftop_Sho_2.jpg	(from https://www.kwerk.fr/adresses/saint-honore)
15:52:18	2643878/2643878	---M--	200	added ('OK')	image/png	etag:%2269806d45-2857a6%22	https://www.kwerk.fr/images/content/Rooftop_Mad_1.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Rooftop_Mad_1.png	(from https://www.kwerk.fr/adresses/madeleine)
15:52:18	2420491/2420491	---M--	200	added ('OK')	image/png	etag:%2269806d47-24ef0b%22	https://www.kwerk.fr/images/galerie/madeleine/Privatifs_Bureau_MAD.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/madeleine/Privatifs_Bureau_MAD.png	(from https://www.kwerk.fr/adresses/madeleine)
15:52:18	2238293/2238293	---M--	200	added ('OK')	image/png	etag:%2269806d47-222755%22	https://www.kwerk.fr/images/galerie/madeleine/YogaMad1.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/madeleine/YogaMad1.png	(from https://www.kwerk.fr/adresses/madeleine)
15:52:19	15710/15710	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:19%20GMT	https://www.kwerk.fr/galerie?filter=madeleine	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/galeried757.html	(from https://www.kwerk.fr/adresses/madeleine)
15:52:19	2694678/2694678	---M--	200	added ('OK')	image/png	etag:%2269806d45-291e16%22	https://www.kwerk.fr/images/content/Lobby_Mad_3.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Lobby_Mad_3.png	(from https://www.kwerk.fr/adresses/madeleine)
15:52:19	9737638/9737638	---M--	200	added ('OK')	image/jpeg	etag:%2269806d47-9495a6%22	https://www.kwerk.fr/images/galerie/madeleine/LobbybaristaMad1.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/madeleine/LobbybaristaMad1.jpg	(from https://www.kwerk.fr/adresses/madeleine)
15:52:20	1877519/1877519	---M--	200	added ('OK')	image/png	etag:%2269806d46-1ca60f%22	https://www.kwerk.fr/images/galerie/madeleine/AccueilMad1.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/madeleine/AccueilMad1.png	(from https://www.kwerk.fr/adresses/madeleine)
15:52:20	2105315/2105315	---M--	200	added ('OK')	image/png	etag:%2269806d46-201fe3%22	https://www.kwerk.fr/images/galerie/haussmann/BureauxHsm1.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/haussmann/BureauxHsm1.png	(from https://www.kwerk.fr/adresses/haussmann)
15:52:20	8851598/8851598	---M--	200	added ('OK')	image/jpeg	etag:%2269806d44-87108e%22	https://www.kwerk.fr/images/content/HS_Lobby_salon_entree.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/HS_Lobby_salon_entree.jpg	(from https://www.kwerk.fr/adresses/haussmann)
15:52:20	2913544/2913544	---M--	200	added ('OK')	image/png	etag:%2269806d46-2c7508%22	https://www.kwerk.fr/images/galerie/haussmann/TerrasseHsm1.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/haussmann/TerrasseHsm1.png	(from https://www.kwerk.fr/adresses/haussmann)
15:52:21	15710/15710	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:21%20GMT	https://www.kwerk.fr/galerie?filter=haussmann	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/galeriea116.html	(from https://www.kwerk.fr/adresses/haussmann)
15:52:21	2300467/2300467	---M--	200	added ('OK')	image/png	etag:%2269806d45-231a33%22	https://www.kwerk.fr/images/content/Lobby_Hsm_4.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Lobby_Hsm_4.png	(from https://www.kwerk.fr/adresses/haussmann)
15:52:21	8862221/8862221	---M--	200	added ('OK')	image/jpeg	etag:%2269806d45-873a0d%22	https://www.kwerk.fr/images/content/Lobby_Hsm_3.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Lobby_Hsm_3.jpg	(from https://www.kwerk.fr/adresses/haussmann)
15:52:22	2040602/2040602	---M--	200	added ('OK')	image/png	etag:%2269806d45-1f231a%22	https://www.kwerk.fr/images/content/Rooftop_HSM_2.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Rooftop_HSM_2.png	(from https://www.kwerk.fr/adresses/haussmann)
15:52:22	31186324/31186324	---M--	200	added ('OK')	image/jpeg	etag:%2269806d44-1dbdd94%22	https://www.kwerk.fr/images/content/Kwerk_Hausmann_2025_%c2%a9_21.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Kwerk_Hausmann_2025_%c2%a9_21.jpg	(from https://www.kwerk.fr/adresses/haussmann)
15:52:22	9979/9979	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202026%2014:52:22%20GMT	https://www.kwerk.fr/en/cgu	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/cgu	(from https://www.kwerk.fr/cgu)
15:52:22	4737/4737	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202026%2014:52:22%20GMT	https://www.kwerk.fr/cdn-cgi/l/email-protection	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/cdn-cgi/l/email-protection	(from https://www.kwerk.fr/cgu)
15:52:23	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2009%20Mar%202026%2014:52:23%20GMT	https://www.kwerk.fr/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.kwerk.fr/cgu)
15:52:23	10005/10005	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202026%2014:52:23%20GMT	https://www.kwerk.fr/en/mentions-legales	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/mentions-legales	(from https://www.kwerk.fr/mentions-legales)
15:52:24	15620/15620	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:24%20GMT	https://www.kwerk.fr/en/galerie?filter=messine	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/galeriec5cd.html	(from https://www.kwerk.fr/en/adresses/messine)
15:52:25	15630/15630	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:25%20GMT	https://www.kwerk.fr/en/galerie?filter=saint-honore	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/galerie00dc.html	(from https://www.kwerk.fr/en/adresses/saint-honore)
15:52:25	15624/15624	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:25%20GMT	https://www.kwerk.fr/en/galerie?filter=madeleine	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/galeried757.html	(from https://www.kwerk.fr/en/adresses/madeleine)
15:52:26	15624/15624	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:26%20GMT	https://www.kwerk.fr/en/galerie?filter=haussmann	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/galeriea116.html	(from https://www.kwerk.fr/en/adresses/haussmann)
